"id","priority","domain","control","context","condition","automationLayer","instruction","expected","evidenceRequired","releaseBlocking","status"
"QA-PROTECTED-MEDIA-010","P1","Protected Media","storage-key validation","signed-out request","recovery","unit-or-component","In signed-out request, verify storage-key validation under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-011","P1","Protected Media","storage-key validation","path traversal attempt","nominal","unit-or-component","In path traversal attempt, verify storage-key validation under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-012","P1","Protected Media","storage-key validation","path traversal attempt","invalid","unit-or-component","In path traversal attempt, verify storage-key validation under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-013","P1","Protected Media","storage-key validation","path traversal attempt","boundary","unit-or-component","In path traversal attempt, verify storage-key validation under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-014","P1","Protected Media","storage-key validation","path traversal attempt","dependency_failure","unit-or-component","In path traversal attempt, verify storage-key validation under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-015","P1","Protected Media","storage-key validation","path traversal attempt","recovery","unit-or-component","In path traversal attempt, verify storage-key validation under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-016","P1","Protected Media","storage-key validation","Bunny storage failure","nominal","integration","In Bunny storage failure, verify storage-key validation under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-017","P1","Protected Media","storage-key validation","Bunny storage failure","invalid","integration","In Bunny storage failure, verify storage-key validation under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-018","P1","Protected Media","storage-key validation","Bunny storage failure","boundary","integration","In Bunny storage failure, verify storage-key validation under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-019","P1","Protected Media","storage-key validation","Bunny storage failure","dependency_failure","integration","In Bunny storage failure, verify storage-key validation under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-020","P1","Protected Media","storage-key validation","Bunny storage failure","recovery","integration","In Bunny storage failure, verify storage-key validation under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-021","P1","Protected Media","authorized proxying","authorized member request","nominal","unit-or-component","In authorized member request, verify authorized proxying under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-022","P1","Protected Media","authorized proxying","authorized member request","invalid","unit-or-component","In authorized member request, verify authorized proxying under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-023","P1","Protected Media","authorized proxying","authorized member request","boundary","unit-or-component","In authorized member request, verify authorized proxying under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-024","P1","Protected Media","authorized proxying","authorized member request","dependency_failure","unit-or-component","In authorized member request, verify authorized proxying under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-025","P1","Protected Media","authorized proxying","authorized member request","recovery","unit-or-component","In authorized member request, verify authorized proxying under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-026","P1","Protected Media","authorized proxying","signed-out request","nominal","unit-or-component","In signed-out request, verify authorized proxying under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-027","P1","Protected Media","authorized proxying","signed-out request","invalid","unit-or-component","In signed-out request, verify authorized proxying under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-028","P1","Protected Media","authorized proxying","signed-out request","boundary","unit-or-component","In signed-out request, verify authorized proxying under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-029","P1","Protected Media","authorized proxying","signed-out request","dependency_failure","unit-or-component","In signed-out request, verify authorized proxying under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-030","P1","Protected Media","authorized proxying","signed-out request","recovery","unit-or-component","In signed-out request, verify authorized proxying under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-031","P1","Protected Media","authorized proxying","path traversal attempt","nominal","unit-or-component","In path traversal attempt, verify authorized proxying under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-032","P1","Protected Media","authorized proxying","path traversal attempt","invalid","unit-or-component","In path traversal attempt, verify authorized proxying under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-033","P1","Protected Media","authorized proxying","path traversal attempt","boundary","unit-or-component","In path traversal attempt, verify authorized proxying under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-034","P1","Protected Media","authorized proxying","path traversal attempt","dependency_failure","unit-or-component","In path traversal attempt, verify authorized proxying under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-035","P1","Protected Media","authorized proxying","path traversal attempt","recovery","unit-or-component","In path traversal attempt, verify authorized proxying under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-036","P1","Protected Media","authorized proxying","Bunny storage failure","nominal","integration","In Bunny storage failure, verify authorized proxying under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-037","P1","Protected Media","authorized proxying","Bunny storage failure","invalid","integration","In Bunny storage failure, verify authorized proxying under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-038","P1","Protected Media","authorized proxying","Bunny storage failure","boundary","integration","In Bunny storage failure, verify authorized proxying under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-039","P1","Protected Media","authorized proxying","Bunny storage failure","dependency_failure","integration","In Bunny storage failure, verify authorized proxying under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-040","P1","Protected Media","authorized proxying","Bunny storage failure","recovery","integration","In Bunny storage failure, verify authorized proxying under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-041","P1","Protected Media","range streaming","authorized member request","nominal","unit-or-component","In authorized member request, verify range streaming under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-042","P1","Protected Media","range streaming","authorized member request","invalid","unit-or-component","In authorized member request, verify range streaming under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-043","P1","Protected Media","range streaming","authorized member request","boundary","unit-or-component","In authorized member request, verify range streaming under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-044","P1","Protected Media","range streaming","authorized member request","dependency_failure","unit-or-component","In authorized member request, verify range streaming under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-045","P1","Protected Media","range streaming","authorized member request","recovery","unit-or-component","In authorized member request, verify range streaming under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-046","P1","Protected Media","range streaming","signed-out request","nominal","unit-or-component","In signed-out request, verify range streaming under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-047","P1","Protected Media","range streaming","signed-out request","invalid","unit-or-component","In signed-out request, verify range streaming under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-048","P1","Protected Media","range streaming","signed-out request","boundary","unit-or-component","In signed-out request, verify range streaming under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-049","P1","Protected Media","range streaming","signed-out request","dependency_failure","unit-or-component","In signed-out request, verify range streaming under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-050","P1","Protected Media","range streaming","signed-out request","recovery","unit-or-component","In signed-out request, verify range streaming under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-051","P1","Protected Media","range streaming","path traversal attempt","nominal","unit-or-component","In path traversal attempt, verify range streaming under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-052","P1","Protected Media","range streaming","path traversal attempt","invalid","unit-or-component","In path traversal attempt, verify range streaming under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-053","P1","Protected Media","range streaming","path traversal attempt","boundary","unit-or-component","In path traversal attempt, verify range streaming under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-054","P1","Protected Media","range streaming","path traversal attempt","dependency_failure","unit-or-component","In path traversal attempt, verify range streaming under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-055","P1","Protected Media","range streaming","path traversal attempt","recovery","unit-or-component","In path traversal attempt, verify range streaming under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-056","P1","Protected Media","range streaming","Bunny storage failure","nominal","integration","In Bunny storage failure, verify range streaming under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-057","P1","Protected Media","range streaming","Bunny storage failure","invalid","integration","In Bunny storage failure, verify range streaming under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-058","P1","Protected Media","range streaming","Bunny storage failure","boundary","integration","In Bunny storage failure, verify range streaming under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-059","P1","Protected Media","range streaming","Bunny storage failure","dependency_failure","integration","In Bunny storage failure, verify range streaming under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-060","P1","Protected Media","range streaming","Bunny storage failure","recovery","integration","In Bunny storage failure, verify range streaming under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-061","P1","Protected Media","public brand allowlist","authorized member request","nominal","unit-or-component","In authorized member request, verify public brand allowlist under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-062","P1","Protected Media","public brand allowlist","authorized member request","invalid","unit-or-component","In authorized member request, verify public brand allowlist under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-063","P1","Protected Media","public brand allowlist","authorized member request","boundary","unit-or-component","In authorized member request, verify public brand allowlist under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-064","P1","Protected Media","public brand allowlist","authorized member request","dependency_failure","unit-or-component","In authorized member request, verify public brand allowlist under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-065","P1","Protected Media","public brand allowlist","authorized member request","recovery","unit-or-component","In authorized member request, verify public brand allowlist under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-066","P1","Protected Media","public brand allowlist","signed-out request","nominal","unit-or-component","In signed-out request, verify public brand allowlist under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-067","P1","Protected Media","public brand allowlist","signed-out request","invalid","unit-or-component","In signed-out request, verify public brand allowlist under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-068","P1","Protected Media","public brand allowlist","signed-out request","boundary","unit-or-component","In signed-out request, verify public brand allowlist under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-069","P1","Protected Media","public brand allowlist","signed-out request","dependency_failure","unit-or-component","In signed-out request, verify public brand allowlist under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-070","P1","Protected Media","public brand allowlist","signed-out request","recovery","unit-or-component","In signed-out request, verify public brand allowlist under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-071","P1","Protected Media","public brand allowlist","path traversal attempt","nominal","unit-or-component","In path traversal attempt, verify public brand allowlist under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-072","P1","Protected Media","public brand allowlist","path traversal attempt","invalid","unit-or-component","In path traversal attempt, verify public brand allowlist under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-073","P1","Protected Media","public brand allowlist","path traversal attempt","boundary","unit-or-component","In path traversal attempt, verify public brand allowlist under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-074","P1","Protected Media","public brand allowlist","path traversal attempt","dependency_failure","unit-or-component","In path traversal attempt, verify public brand allowlist under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-075","P1","Protected Media","public brand allowlist","path traversal attempt","recovery","unit-or-component","In path traversal attempt, verify public brand allowlist under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-076","P1","Protected Media","public brand allowlist","Bunny storage failure","nominal","integration","In Bunny storage failure, verify public brand allowlist under the expected valid state.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-PROTECTED-MEDIA-077","P1","Protected Media","public brand allowlist","Bunny storage failure","invalid","integration","In Bunny storage failure, verify public brand allowlist under invalid, missing, or unauthorized input.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-078","P1","Protected Media","public brand allowlist","Bunny storage failure","boundary","integration","In Bunny storage failure, verify public brand allowlist under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-079","P1","Protected Media","public brand allowlist","Bunny storage failure","dependency_failure","integration","In Bunny storage failure, verify public brand allowlist under a database, storage, network, or downstream dependency failure.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-PROTECTED-MEDIA-080","P1","Protected Media","public brand allowlist","Bunny storage failure","recovery","integration","In Bunny storage failure, verify public brand allowlist under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must serve only allowed content with correct metadata while blocking arbitrary paths and unauthorized access; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-ADMIN-MEMBERS-001","P1","Administrator Member Management","member listing","empty member list","nominal","unit-or-component","In empty member list, verify member listing under the expected valid state.","The membership app must make membership state explicit, preserve account data, and generate copyable single-use invitations without direct password exposure; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-ADMIN-MEMBERS-002","P1","Administrator Member Management","member listing","empty member list","invalid","unit-or-component","In empty member list, verify member listing under invalid, missing, or unauthorized input.","The membership app must make membership state explicit, preserve account data, and generate copyable single-use invitations without direct password exposure; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-ADMIN-MEMBERS-003","P1","Administrator Member Management","member listing","empty member list","boundary","unit-or-component","In empty member list, verify member listing under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must make membership state explicit, preserve account data, and generate copyable single-use invitations without direct password exposure; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
